//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,111,0,0,0,0,0,0,0,0,97,100,100,100,0,0,0,0,0,0,0,0,97,0,97
112,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,111,0,0,0,0,0,0,0,0,97,97,0,97,0,0,0,0,0,0,0,0,97,0,97
112,112,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,110,111,0,0,0,0,0,0,0,0,97,0,0,97,0,0,0,0,0,0,0,0,97,0,0
112,112,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,100,2,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,97,0,0
111,112,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,100,100,100,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,97,0,0
111,112,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0
111,112,0,0,97,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0
111,0,0,0,97,0,0,0,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,97,0,0,0,0,0,0,20,0,0,0,0,0,97,0,0
111,0,0,0,97,0,0,112,112,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,97,0,0,0,0,0,100,100,100,0,0,0,0,97,0,0
111,5,114,114,97,0,97,112,112,111,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,97,0,0,0,0,0,0,0,97,0,0,0,0,97,2,2
100,100,100,100,100,100,97,97,112,111,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,97,100,100
100,100,0,0,0,100,97,97,97,111,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,97,0,0
100,2,2,4,4,0,97,110,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,97,0,0
100,100,100,100,100,100,100,100,100,111,2,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,97,0,0
100,97,0,0,0,0,97,97,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0
100,0,200,0,0,0,97,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0
100,0,0,0,114,114,114,0,3,4,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0
100,100,100,100,100,100,100,100,100,100,100,100,100,98,98,98,98,98,100,100,100,100,100,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,98,98,98,98,98,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,98,98,98,100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,97,20,20
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
